surface,id,capability,scope,headless_mapping,coverage,decision,remains_in_adtk,upstream_value,credit_path,priority,effort,evidence,constraint,next_validation,source
ADTK catalog prompt,co-byuser,Cost by user,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,co-context,Cost by workload type,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,co-k8s,K8s spend sanity check,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,env-estate,Code env estate,Agent capability,list_code_envs; list_plugins; list_plugin_usages,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,env-python,Python version story,Agent capability,list_code_envs; list_plugins; list_plugin_usages,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,env-plugins,Plugin estate,Agent capability,list_code_envs; list_plugins; list_plugin_usages,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,env-drift,Cross-host drift,Agent capability,list_code_envs; list_plugins; list_plugin_usages,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cap-now,Current sizing & headroom,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cap-k8s,K8s capability,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cap-db,Runtime DB capacity,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cap-bottleneck,Next bottleneck,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,pc-find,Find cleanup candidates,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,pc-worst,Plan the worst offender,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,pc-verify,Check a specific project,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
